Code,Content,Time
13111-03-02-4,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Beschäftigungsumfang -
Stichtag 30.06. - regionale Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-03-02-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Beschäftigungsumfang -
Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-04-02-4,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Beschäftigungsumfang -
Stichtag 30.06. - regionale Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-04-02-4-B,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Beschäftigungsumfang -
Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-05-03-4,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Altersgruppen - Stichtag
30.06. - regionale Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-05-03-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Altersgruppen - Stichtag
30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-06-02-4,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Altersgruppen - Stichtag
30.06. - regionale Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-06-02-4-B,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Altersgruppen - Stichtag
30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-07-05-4,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Wirtschaftszweigen - Stichtag
30.06. - Kreise u. krfr. Städte",30.06.2008 - 30.06.2022
13111-07-05-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Wirtschaftszweigen - Stichtag
30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-08-02-5-B,"Sozialversicherungspflichtig Beschäftigte am Arbeits- und
Wohnort, Ein- und Auspendler über Gemeindegrenzen -
Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-09-01-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeits- und
Wohnort, Ein- und Auspendler über Kreisgrenzen nach
Geschlecht - Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-10-01-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeits- und
Wohnort, Ein- und Auspendler über Landesgrenzen nach
Geschlecht - Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-11-04-4,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Art des beruflichen
Ausbildungsabschlusses - Stichtag 30.06. - regionale Tiefe:
Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-11-04-4-B,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht, Nationalität und Art des beruflichen
Ausbildungsabschlusses - Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13111-12-03-4,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Art des beruflichen
Ausbildungsabschlusses - Stichtag 30.06. - regionale Tiefe:
Kreise und krfr.Städte",30.06.2008 - 30.06.2022
13111-12-03-4-B,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht, Nationalität und Art des beruflichen
Ausbildungsabschlusses - Stichtag 30.06. - regionale Ebenen",30.06.2008 - 30.06.2022
13211-01-03-4,"Arbeitslose nach ausgewählten Personengruppen -
Jahresdurchschnitt - regionale Tiefe: Kreise und krfr.
Städte",2001 - 2022
13211-01-03-5,"Arbeitslose nach ausgewählten Personengruppen -
Jahresdurchschnitt - regionale Tiefe: Gemeinden",2001 - 2022
13211-01-03-5-B,"Arbeitslose nach ausgewählten Personengruppen -
Jahresdurchschnitt - regionale Ebenen",2001 - 2022
13211-02-02-4,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (bis 2005)
regionale Tiefe: Kreise und krfr. Städte",2001 - 2005
13211-02-02-4-B,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (bis 2005)
regionale Ebenen",2001 - 2005
13211-02-03-4,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (2006 bis 2007)
regionale Tiefe: Kreise und krfr. Städte",2006 - 2007
13211-02-03-4-B,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (2006 bis 2007)
regionale Ebenen",2006 - 2007
13211-02-04-4,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (2008) regionale
Tiefe: Kreise und krfr. Städte",2008 - 2008
13211-02-04-4-B,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (2008) regionale
Ebenen",2008 - 2008
13211-02-05-4,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (ab 2009)
regionale Tiefe:
Kreise und krfr. Städte",2001 - 2022
13211-02-05-4-B,"Arbeitslose nach ausgewählten Personengruppen sowie
Arbeitslosenquoten - Jahresdurchschnitt - (ab 2009)
regionale Ebenen",2001 - 2022
13312-01-05-4,"Erwerbstätige nach Wirtschaftszweigen - Jahresdurchschnitt -
regionale Tiefe: Kreise und krfr. Städte",2000 - 2021
13312-01-05-4-B,"Erwerbstätige nach Wirtschaftszweigen - Jahresdurchschnitt -
regionale Ebenen",2000 - 2021
13312-02-03-4,"Arbeitnehmer nach Wirtschaftszweigen - Jahresdurchschnitt -
regionale Tiefe: Kreise und krfr. Städte",2000 - 2021
13312-02-03-4-B,"Arbeitnehmer nach Wirtschaftszweigen - Jahresdurchschnitt -
regionale Ebenen",2000 - 2021
14111-01-03-5,"Bundestagswahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Tiefe: Gemeinden (bis 2017)",27.09.2009 - 24.09.2017
14111-01-04-4,"Bundestagswahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Tiefe: Kreise und krfr. Städte",16.10.1994 - 26.09.2021
14111-01-04-4-B,"Bundestagswahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Tiefe: Kreise und krfr. Städte",16.10.1994 - 26.09.2021
14211-01-03-5,"Europawahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Tiefe: Gemeinden (bis 2014)",07.06.2009 - 25.05.2014
14211-01-04-4,"Europawahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Tiefe: Kreise und krfr. Städte",12.06.1994 - 26.05.2019
14211-01-04-4-B,"Europawahlen: Wahlberechtigte, Wahlbeteiligung, gültige
Zweitstimmen nach ausgewählten Parteien - Wahltag -
regionale Ebenen",12.06.1994 - 26.05.2019
14311-01,"Landtagswahlen in den Bundesländern
Sondertabelle auf Landesebene
(in alphabetischer Sortierung)",11.09.1994 - 14.05.2023
14331-01-03-5,"Landtagswahlen: Schleswig-Holstein - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2017)",27.09.2009 - 07.05.2017
14331-01-04-4,"Landtagswahlen: Schleswig-Holstein - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",24.03.1996 - 08.05.2022
14332-01-03-4,"Landtagswahlen: Hamburg - Wahlberechtigte und -beteiligung,
Gültige Stimmen nach Parteien - Wahl-/Stichtag -",21.09.1997 - 23.02.2020
14333-01-03-4,"Landtagswahlen: Niedersachsen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",01.03.1998 - 09.10.2022
14333-01-03-5,"Landtagswahlen: Niedersachsen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinden (bis 2017)",27.01.2008 - 15.10.2017
14334-01-03-4,"Landtagswahlen: Bremen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",14.05.1995 - 14.05.2023
14335-01-03-4,"Landtagswahlen: Nordrhein-Westfalen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",14.05.1995 - 15.05.2022
14335-01-03-5,"Landtagswahlen: Nordrhein-Westfalen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2017)",09.05.2010 - 14.05.2017
14336-01-03-4,"Landtagswahlen: Hessen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",19.02.1995 - 28.10.2018
14336-01-03-5,"Landtagswahlen: Hessen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2018)",18.01.2009 - 28.10.2018
14337-01-03-5,"Landtagswahlen: Rheinland-Pfalz - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahltag - regionale Tiefe: Gemeinden (bis 2016)",27.03.2011 - 13.03.2016
14337-01-04-4,"Landtagswahlen: Rheinland-Pfalz - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",24.03.1996 - 14.03.2021
14338-01-03-5,"Landtagswahlen: Baden-Württemberg - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2016)",27.03.2011 - 13.03.2016
14338-01-04-4,"Landtagswahlen: Baden-Württemberg - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",24.03.1996 - 14.03.2021
14339-01-03-4,"Landtagswahlen: Bayern - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",13.09.1998 - 14.10.2018
14339-01-03-5,"Landtagswahlen: Bayern - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2018)",28.09.2008 - 14.10.2018
14340-01-03-4,"Landtagswahlen: Saarland - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",16.10.1994 - 27.03.2022
14340-01-03-5,"Landtagswahlen: Saarland - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2017)",30.08.2009 - 26.03.2017
14341-01-04-4,"Landtagswahlen: Berlin - Wahlberechtigte und -beteiligung,
Gültige Stimmen nach Parteien - Wahl-/Stichtag -",22.10.1995 - 12.02.2023
14342-01-03-4,"Landtagswahlen: Brandenburg- Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",11.09.1994 - 01.09.2019
14342-01-03-5,"Landtagswahlen: Brandenburg- Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2019)",27.09.2009 - 01.09.2019
14343-01-03-5,"Landtagswahlen: Mecklenburg-Vorpommern - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2016)",04.09.2011 - 04.09.2016
14343-01-04-4,"Landtagswahlen: Mecklenburg-Vorpommern - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",27.09.1998 - 26.09.2021
14344-01-03-4,"Landtagswahlen: Sachsen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",11.09.1994 - 01.09.2019
14344-01-03-5,"Landtagswahlen: Sachsen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2019)",30.08.2009 - 01.09.2019
14345-01-03-5,"Landtagswahlen: Sachsen-Anhalt - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2016)",20.03.2011 - 13.03.2016
14345-01-04-4,"Landtagswahlen: Sachsen-Anhalt - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",26.04.1998 - 06.06.2021
14346-01-03-4,"Landtagswahlen: Thüringen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte",16.10.1994 - 27.10.2019
14346-01-03-5,"Landtagswahlen: Thüringen - Wahlberechtigte und
-beteiligung, Gültige Stimmen nach Parteien
- Wahl-/Stichtag - regionale Tiefe: Gemeinde (bis 2019)",30.08.2009 - 27.10.2019
19321-Z-01,"Eckzahlen zu den Pendelnden und der Bevölkerung am Wohn-
bzw. Arbeitsort - Jahr -  regionale Tiefe: Gemeinden bzw.
Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-02,"Auspendelnde nach Stellung im Beruf und Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-03,"Einpendelnde nach Stellung im Beruf und Geschlecht  - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-04,"Innerörtlich Pendelnde nach Stellung im Beruf und Geschlecht
- Jahr - regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-05,"Auspendelnde nach Altersklassen und Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-06,"Einpendelnde nach Altersklassen und Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-07,"Innerörtlich Pendelnde nach Altersklassen und Geschlecht -
Jahr - regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-08,"Auspendelnde nach Arbeitsumfang und Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-09,"Einpendelnde nach Arbeitsumfang und Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-10,"Innerörtlich Pendelnde nach Arbeitsumfang und Geschlecht -
Jahr - regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-11,"Auspendelnde nach Wirtschaftsbereichen und Geschlecht - Jahr
- regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-12,"Einpendelnde nach Wirtschaftsbereichen und Geschlecht - Jahr
- regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-13,"Innerörtlich Pendelnde nach Wirtschaftsbereichen und
Geschlecht - Jahr - regionale Tiefe: Gemeinden bzw.
Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-21,"Auspendelverflechtungen nach Geschlecht - Jahr - regionale
Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-22,"Einpendelverflechtungen nach Geschlecht - Jahr - regionale
Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
19321-Z-23,"Innerörtliche Pendelverflechtungen nach Geschlecht - Jahr -
regionale Tiefe: Gemeinden bzw. Gemeindeverbände",30.06.2021 - 30.06.2022
21111-01-03-4,"Schulen, Schüler nach Schularten - Stichtag:
Schuljahresbeginn - regionale Tiefe: Kreise und krfr. Städte",1995 - 2021
21111-01-03-4-B,"Schulen, Schüler nach Schularten - Stichtag:
Schuljahresbeginn - regionale Ebenen",1995 - 2021
21111-02-06-4,"Absolventen/Abgänger allgemeinbildender Schulen nach
Geschlecht und Abschlussarten - Schuljahr - regionale Tiefe:
Kreise und krfr. Städte",1995 - 2021
21111-02-06-4-B,"Absolventen/Abgänger allgemeinbildender Schulen nach
Geschlecht und Abschlussarten - Schuljahr - regionale Ebenen",1995 - 2021
21121-01-05-4,"Schulen, Schüler nach Schularten - Stichtag:
Schuljahresbeginn - regionale Tiefe: Kreise und krfr.
Städte",1995 - 2021
21121-01-05-4-B,"Schulen, Schüler nach Schularten - Stichtag:
Schuljahresbeginn - regionale Ebenen",1995 - 2021
21121-02-02-4,"Absolventen/Abgänger beruflicher Schulen nach Geschlecht und
Abschlussarten - Schuljahr - regionale Tiefe: Kreise und
krfr. Städte",2006 - 2021
21121-02-02-4-B,"Absolventen/Abgänger beruflicher Schulen nach Geschlecht und
Abschlussarten - Schuljahr - regionale Ebenen",2006 - 2021
21311-01-01-4,"Studierende nach Geschlecht, Nationalität und
Fächergruppen - regionale Tiefe: Kreise und krfr. Städte",WS 2015/16 - WS 2021/22
21311-01-01-4-B,"Studierende nach Geschlecht, Nationalität und
Fächergruppen - regionale Ebenen",WS 2015/16 - WS 2021/22
21321-01-01-4,"Bestandene Prüfungen von Studierenden nach Geschlecht und
Fächergruppen - regionale Tiefe: Kreise und krfr. Städte",2015 - 2021
21321-01-01-4-B,"Bestandene Prüfungen von Studierenden nach Geschlecht und
Fächergruppen - regionale Ebenen",2015 - 2021
22121-01-02-4,"Empfänger nach Geschlecht, Nationalität, Altersgruppen - Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte (bis 2004)",31.12.1998 - 31.12.2004
22121-01-02-4-B,"Empfänger nach Geschlecht, Nationalität, Altersgruppen - Stichtag 31.12. - regionale Ebenen (bis 2004)",31.12.1998 - 31.12.2004
22121-01-04-4,"Empfänger nach Geschlecht, Nationalität, Ort der
Leistungserbringung, Altersgruppen - Stichtag 31.12. -
regionale Tiefe: Kreise und krfr. Städte",31.12.2005 - 31.12.2022
22121-01-04-4-B,"Empfänger nach Geschlecht, Nationalität, Ort der
Leistungserbringung, Altersgruppen - Stichtag 31.12. -
regionale Ebenen",31.12.2005 - 31.12.2022
22131-01-02-4,"Empfänger nach Geschlecht, Nationalität, Ort der Leistungserbringung, Art der Hilfe, Altersgruppen - Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte (bis 2019)",31.12.2010 - 31.12.2021
22131-01-02-4-B,"Empfänger nach Geschlecht, Nationalität, Ort der
Leistungserbringung, Art der Hilfe, Altersgruppen -
Stichtag 31.12. - regionale Ebenen (bis 2019)",31.12.2010 - 31.12.2021
22131-01-03-4,"Empfänger nach Geschlecht, Nationalität, Ort der
Leistungserbringung, Art der Hilfe, Altersgruppen -
Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte
(ab 2020)",31.12.2010 - 31.12.2021
22131-01-03-4-B,"Empfänger nach Geschlecht, Nationalität, Ort der
Leistungserbringung, Art der Hilfe, Altersgruppen -
Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte
(ab 2020)",31.12.2010 - 31.12.2021
22151-01-01-4,"Empfänger nach Geschlecht, Ort der Leistungserbringung, Altersgruppen und Nationalität - Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte (bis 2014)",31.12.2008 - 31.12.2014
22151-01-01-4-B,"Empfänger nach Geschlecht, Ort der Leistungserbringung, Altersgruppen und Nationalität - Stichtag 31.12. - regionale Ebenen (bis 2014)",31.12.2008 - 31.12.2014
22151-01-02-4,"Empfänger nach Geschlecht, Ort der Leistungserbringung,
Altersgruppen und Nationalität - regionale Tiefe: Kreise
und krfr. Städte",31.12.2015 - 31.12.2022
22151-01-02-4-B,"Empfänger nach Geschlecht, Ort der Leistungserbringung,
Altersgruppen und Nationalität - regionale Ebenen",31.12.2015 - 31.12.2022
22161-01-01-4,"Empfänger nach Geschlecht, Nationalität und Altersgruppen -
Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte",31.12.2020 - 31.12.2022
22161-01-01-4-B,"Empfänger nach Geschlecht, Nationalität und Altersgruppen -
Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte",31.12.2020 - 31.12.2022
22221-01-01-4,"Empfänger nach Geschlecht, Art der Leistung und
Altersgruppen - Stichtag 31.12. - regionale Tiefe: Kreise
und krfr. Städte",31.12.2010 - 31.12.2021
22221-01-01-4-B,"Empfänger nach Geschlecht, Art der Leistung und
Altersgruppen - Stichtag 31.12. - regionale Ebenen",31.12.2010 - 31.12.2021
22311-01-01-4,Wohngeldhaushalte und durchschnittlicher monatlicher Wohngeldanspruch - Stichtag - (bis 2004) regionale Tiefe: Kreise und krfr. Städte,31.12.2003 - 31.12.2004
22311-01-01-4-B,Wohngeldhaushalte und durchschnittlicher monatlicher Wohngeldanspruch - Stichtag - (bis 2004) regionale Ebenen,31.12.2003 - 31.12.2004
22311-01-02-4,"Reine Wohngeldhaushalte und durchschnittlicher monatlicher
Wohngeldanspruch - Stichtag - (ab 2005) regionale Tiefe:
Kreise und krfr. Städte",31.12.2005 - 31.12.2021
22311-01-02-4-B,"Reine Wohngeldhaushalte und durchschnittlicher monatlicher
Wohngeldanspruch - Stichtag - (ab 2005) regionale Ebenen",31.12.2005 - 31.12.2021
22411-01-02-4,"Einrichtungen, verfügbare Plätze, Personal - Stichtag -
regionale Tiefe: Kreise und krfr. Städte",31.12.2003 - 31.12.2021
22411-01-02-4-B,"Einrichtungen, verfügbare Plätze, Personal - Stichtag -
regionale Ebenen",31.12.2003 - 31.12.2021
22411-02-01-4,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Tiefe: Kreise und krfr. Städte - 2003 bis 2007 -,31.12.2003 - 31.12.2007
22411-02-01-4-B,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Ebenen - 2003 bis 2007 -,31.12.2003 - 31.12.2007
22411-02-02-4,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Tiefe: Kreise und krfr. Städte - ab 2009 -,31.12.2009 - 31.12.2021
22411-02-02-4-B,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Ebenen - ab 2009 -,31.12.2009 - 31.12.2021
22411-02-03-4,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Tiefe: Kreise und krfr. Städte - ab 2013 -,31.12.2009 - 31.12.2021
22411-02-03-4-B,Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag - regionale Ebenen - ab 2013 -,31.12.2009 - 31.12.2021
22411-02-05-4,"Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag
- regionale Tiefe: Kreise und krfr. Städte - ab 2019 -",31.12.2009 - 31.12.2021
22411-02-05-4-B,"Pflegebedürftige nach Leistungsart und Geschlecht - Stichtag
- regionale Ebenen - ab 2019 -",31.12.2009 - 31.12.2021
22541-01-01-4,"Einrichtungen, genehmigte Plätze, tätige Personen - Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte (bis 2002)",31.12.1994 - 31.12.2002
22541-01-01-4-B,"Einrichtungen, genehmigte Plätze, tätige Personen - Stichtag 31.12. - regionale Ebenen (bis 2002)",31.12.1994 - 31.12.2002
22541-01-04-4,"Einrichtungen nach Alter der Kinder, genehmigte Plätze,
tätige Personen  - Stichtage - regionale Tiefe: Kreise und
krfr. Städte",15.03.2007 - 01.03.2022
22541-01-04-4-B,"Einrichtungen nach Alter der Kinder, genehmigte Plätze,
tätige Personen  - Stichtage - regionale Ebenen",15.03.2007 - 01.03.2022
22542-01-02-4,"Einrichtungen der Jugendhilfe (ohne Tageseinrichtungen),
verfügbare Plätze, tätige Personen - Stichtag 31.12. -
regionale Tiefe: Kreise und krfr. Städte",31.12.1994 - 31.12.2020
22542-01-02-4-B,"Einrichtungen der Jugendhilfe (ohne Tageseinrichtungen),
verfügbare Plätze, tätige Personen - Stichtag 31.12. -
regionale Ebenen",31.12.1994 - 31.12.2020
22543-01-01-4,Betreute Kinder nach Art der Kindertagesbetreuung - Stichtage - regionale Tiefe: Kreise und krfr. Städte (bis 2010),15.03.2007 - 01.03.2010
22543-01-01-4-B,Betreute Kinder nach Art der Kindertagesbetreuung - Stichtage - regionale Ebenen (bis 2010),15.03.2007 - 01.03.2010
22543-01-02-4,Betreute Kinder nach Art der Kindertagesbetreuung - Stichtage - regionale Tiefe: Kreise und krfr. Städte - ab 2011 -,01.03.2011 - 01.03.2022
22543-01-02-4-B,Betreute Kinder nach Art der Kindertagesbetreuung - Stichtage - regionale Ebenen - ab 2011 -,01.03.2011 - 01.03.2022
22543-01-03-4,Betreute Kinder nach Art der Kindertagesbetreuung - Stichtage - regionale Tiefe: Kreise und krfr. Städte - (ab 2022),01.03.2011 - 01.03.2022
22543-01-03-4-B,"Betreute Kinder nach Art der Kindertagesbetreuung -
Stichtage - regionale Ebenen - (ab 2022)",01.03.2011 - 01.03.2022
22543-02-02-4,Personal nach Altersgruppen und Pflegepersonen - Stichtage - regionale Tiefe: Kreise und krfr. Städte,15.03.2007 - 01.03.2022
22543-02-02-4-B,Personal nach Altersgruppen und Pflegepersonen - Stichtage - regionale Ebenen,15.03.2007 - 01.03.2022
22543-03-01-4,"Betreute Kinder von unter 3 Jahren und Betreuungsquoten nach
Art der Kindertagesbetreuung - Stichtag - regionale Tiefe:
Kreise und krfr. Städte",01.03.2017 - 01.03.2022
22543-03-01-4-B,"Betreute Kinder von unter 3 Jahren und Betreuungsquoten nach
Art der Kindertagesbetreuung - Stichtag - regionale Ebenen",01.03.2017 - 01.03.2022
22543-04-01-4,"Betreute Kinder von unter 14 Jahren und Betreuungsquoten
nach Art der Kindertagesbetreuung - Stichtag - regionale
Tiefe: Kreise und krfr. Städte",01.03.2017 - 01.03.2022
22543-04-01-4-B,"Betreute Kinder von unter 14 Jahren und Betreuungsquoten
nach Art der Kindertagesbetreuung - Stichtag - regionale
Ebenen",01.03.2017 - 01.03.2022
22811-01-01-4,"Empfänger von sozialen Mindestsicherungsleistungen nach Art
der Leistung - Stichtag 31.12. - regionale Tiefe: Kreise
und krfr. Städte",31.12.2010 - 31.12.2021
22811-01-01-4-B,"Empfänger von sozialen Mindestsicherungsleistungen nach Art
der Leistung - Stichtag 31.12. - regionale Ebenen",31.12.2010 - 31.12.2021
22811-02-02-4,"Personen in Bedarfsgemeinschaften nach Geschlecht, Nationalität, Alter und Erwerbsfähigkeit des Leistungsberechtigten - Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte",31.12.2010 - 31.12.2022
