Code,Content,Time
2000S-2038,"Personen: Höchster Schulabschluss - Art der
Wohnungsnutzung/Gebäudetyp (Bauweise)",09.05.2011 - 09.05.2011
2000S-2039,"Personen: Höchster Schulabschluss - Typ der Kernfamilie
(nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2040,"Personen: Art der Einpendler -
Alter/Familienstand/Geschlecht/Höchster beruflicher
Abschluss/Migrationshintergrund und -erfahrung/Religion",09.05.2011 - 09.05.2011
2000S-2041,"Personen: Art der Einpendler - Wirt.zweig
Wirtschafts(unter)bereiche",09.05.2011 - 09.05.2011
2000S-2042,"Personen: Art der Einpendler - Alter
(10er-Jahresgruppen)/Beruf (Bereiche KldB 2010)",09.05.2011 - 09.05.2011
2000S-2043,"Personen: Art der Einpendler - Stellung im
Beruf/Wirtschaftszweige (Abschnitte)",09.05.2011 - 09.05.2011
2000S-2044,"Personen: Art der Auspendler -
Alter/Familienstand/Geschlecht/Höchster beruflicher
Abschluss/Migrationshintergrund und -erfahrung/Religion",09.05.2011 - 09.05.2011
2000S-2045,"Personen: Art der Auspendler - Wirt.zweig
Wirtschafts(unter)bereiche",09.05.2011 - 09.05.2011
2000S-2046,Personen: Art der Auspendler - Alter (10er-Jahresgruppen),09.05.2011 - 09.05.2011
2000S-2047,"Personen: Art der Auspendler - Beruf (Bereiche KldB
2010)/Stellung im Beruf/Wirtschaftszweige (Abschnitte)",09.05.2011 - 09.05.2011
2000S-2048,"Personen: Beruf (Bereiche KldB 2010) - Familienstand
(ausführlich)/Geschlecht/Migrationshintergrund und
-erfahrung/Staatsangehörigkeit (Ausgewählte Länder)",09.05.2011 - 09.05.2011
2000S-2049,"Personen: Beruf (Bereiche KldB 2010) - Alter/Höchster
beruflicher Abschluss/Höchster
Schulabschluss/Religion/Stellung im Beruf",09.05.2011 - 09.05.2011
2000S-2050,"Personen: Beruf (Bereiche KldB 2010) - Typ des privaten
Haushalts (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2051,"Personen: Beruf (Bereiche KldB 2010) - Typ der Kernfamilie
(nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2052,"Personen: Beruf (Hauptgruppen ISCO-08) - Geschlecht/Höchster
beruflicher Abschluss (ausführlich)/Höchster Schulabschluss",09.05.2011 - 09.05.2011
2000S-2053,Personen: Beruf (Hauptgruppen ISCO-08) - Alter/Erwerbsstatus/Familienstand/Religion/Staatsangehörigkeit (Ausgewählte Länder)/Stellung im Beruf/Wirtschaftszweig,09.05.2011 - 09.05.2011
2000S-2054,"Personen: Beruf (Hauptgruppen ISCO-08) - Typ der Kernfamilie
(nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2055,"Personen: Beruf (Hauptgruppen ISCO-08) -
Migrationshintergrund (ausgew. Länder)",09.05.2011 - 09.05.2011
2000S-2056,"Personen: Beruf (Hauptgruppen KldB 2010) - Alter
(10er-Jahresgruppen)/Geschlecht",09.05.2011 - 09.05.2011
2000S-2057,"Personen: Beruf (Hauptgruppen KldB 2010) -
Migrationshintergrund und -erfahrung/Wirtschaftszweige
(Abschnitte)",09.05.2011 - 09.05.2011
2000S-2058,"Personen: Stellung im Beruf - Höchster beruflicher Abschluss
(ausführlich)/Höchster Schulabschluss",09.05.2011 - 09.05.2011
2000S-2059,"Personen: Stellung im Beruf - Alter
(10er-Jahresgruppen)/Geschlecht/Staatsangehörigkeit
(Ausgewählte Länder)/Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-2060,"Personen: Stellung im Beruf - Alter (11
Altersklassen)/Erwerbsstatus/Familienstand
(ausführlich)/Migrationshintergrund/Religion (ausführlich)",09.05.2011 - 09.05.2011
2000S-2061,Personen: Stellung im Beruf - Alter (Marktforschungsrelevante Altersgruppen)/Erwerbsstatus/Religion/Staatsangehörigkeit (Kontinente)/Wirtschaftszweig (Abschnitte),09.05.2011 - 09.05.2011
2000S-2062,"Personen: Stellung im Beruf - Typ des privaten Haushalts
(nach Familien)/Typ des privaten Haushalts (nach Kindern)",09.05.2011 - 09.05.2011
2000S-2063,"Personen: Stellung im Beruf - Typ der Kernfamilie (nach
Lebensform)",09.05.2011 - 09.05.2011
2000S-2064,"Personen: Stellung im Beruf/Wirtschaftszweig (Abschnitte) -
Migrationshintergrund (ausgew. Länder)/Migrationshintergrund
(Kontinente)",09.05.2011 - 09.05.2011
2000S-2065,Personen: Wirtschaftszweig - Geschlecht/Religion (ausführlich)/Höchster berufl. Abschluss (ausführlich)/Staatsangehörigkeit (Gruppen),09.05.2011 - 09.05.2011
2000S-2066,"Personen: Wirtschaftszweig - Art des Gebäudes/Baujahr
(Jahrzehnte)/Fläche der Wohnung (10 m²-Intervalle)",09.05.2011 - 09.05.2011
2000S-2067,"Personen: Wirtschaftszweig (Abschnitte) - Alter (11
Altersklassen)/Geschlecht/Migrationshintergrund und
-erfahrung",09.05.2011 - 09.05.2011
2000S-2068,Personen: Wirtschaftszweige (Abschnitte) - Alter (Alter (10er-Jahresgruppen)/Familienstand/Höchster beruflicher Abschluss/Religion/Staatsangehörigkeit (Kontinente),09.05.2011 - 09.05.2011
2000S-2069,"Personen: Wirtschaftszweig (Abschnitte) - Größe des privaten
Haushalts/Typ des privaten Haushalts (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2070,"Personen: Wirtschaftszweige (Abschnitte)/Wirt.zweig
Wirtschafts(unter)bereiche - Migrationserfahrung
(Zuzugsjahrzehnt)",09.05.2011 - 09.05.2011
2000S-2071,"Personen: Wirt.zweig Wirtschafts(unter)bereiche -
Alter/Familienstand/Geschlecht/Staatsangehörigkeit
(Ausgewählte Länder)/Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-2072,"Personen: Wirt.zweig Wirtschafts(unter)bereiche - Beruf
(Bereiche KldB 2010)/Höchster beruflicher Abschluss/Höchster
Schulabschluss/Religion/Stellung im Beruf",09.05.2011 - 09.05.2011
2000S-2073,"Personen: Wirt.zweig Wirtschafts(unter)bereiche - Typ des
privaten Haushalts (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2074,"Personen: Wirt.zweig Wirtschafts(unter)bereiche - Typ der
Kernfamilie (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2075,Personen: Migrationshintergrund (Ausgewählte Länder) - Alter/Familienstand/Geschlecht/Migrationshintergrund und -erfahrung/Staatsangehörigkeit (Ausgewählte Länder),09.05.2011 - 09.05.2011
2000S-2076,"Personen: Migrationshintergrund (ausgew. Länder) -
Erwerbsstatus/Religion (ausführlich)",09.05.2011 - 09.05.2011
2000S-2077,"Personen: Migrationshintergrund (ausgew. Länder) - Alter
(5er-Jahresgruppen)/Alter (Marktforschungsrelevante
Altersgruppen)/Aufenthaltsdauer",09.05.2011 - 09.05.2011
2000S-2078,"Personen: Migrationshintergrund (ausgew. Länder/Kontinente)
- Ausstattung/Fläche der Wohnung/Größe des privaten
Haushalts/Räume/Typ des privaten Haushalts (nach Familien)",09.05.2011 - 09.05.2011
2000S-2079,"Personen: Migrationshintergrund (ausgew. Länder) - Höchster
beruflicher Abschluss (ausführlich)",09.05.2011 - 09.05.2011
2000S-2080,Personen: Migrationshintergrund (Kontinente) - Alter/Erwerbsstatus/Familienstand (ausführlich)/ Geschlecht/Religion (ausführlich)/Staatsangehörigkeit (Ausgewählte Länder),09.05.2011 - 09.05.2011
2000S-2081,"Personen: Migrationshintergrund (Kontinente) - Alter
(Marktforschungsrelevante
Altersgruppen)/Migrationshintergrund (Aufenthaltsdauer)",09.05.2011 - 09.05.2011
2000S-2082,"Personen: Migrationshintergrund (Länder) - Alter
(Jahresschritte)/Geschlecht",09.05.2011 - 09.05.2011
2000S-2083,"Personen: Migrationshintergrund (Länder) -
Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-2084,"Personen: Migrationshintergrund (Länder) -
Eigentumsverhältnisse der Wohnung",09.05.2011 - 09.05.2011
2000S-2085,"Personen: Migrationshintergrund (Aufenthaltsdauer) - Alter
(10er-Jahresgruppen)/Familienstand
(ausf.)/Geschlecht/Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-2086,"Personen: Migrationshintergrund (Aufenthaltsdauer) - Alter
(Jahresschritte)",09.05.2011 - 09.05.2011
2000S-2087,Personen: Migrationshintergrund (Aufenthaltsdauer) - Alter (Marktforschungsrelevante Altersgruppen)/Migrationshintergrund (Ausgewählte Länder/Kontinente),09.05.2011 - 09.05.2011
2000S-2088,"Personen: Migrationshintergrund (Aufenthaltsdauer) - Typ des
privaten Haushalts (nach Familien)",09.05.2011 - 09.05.2011
2000S-2089,"Personen: Migrationserfahrung (Zuzugsjahr) -
Geschlecht/Migrationshintergrund (Länder)",09.05.2011 - 09.05.2011
2000S-2090,Personen: Migrationserfahrung (Zuzugsjahrzehnt) - Alter/Familienstand/Geschlecht/ Migrationshintergrund und -erfahrung/Staatsangehörigkeit (Ausgewählte Länder),09.05.2011 - 09.05.2011
2000S-2091,"Personen: Migrationserfahrung (Zuzugsjahrzehnt) - Typ des
privaten Haushalts (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-2092,"Schüler: Klassenstufen - Geschlecht/Migrationshintergrund
und -erfahrung",09.05.2011 - 09.05.2011
2000S-2093,"Schüler: Klassenstufen - Migrationshintergrund
(Aufenthaltsdauer)",09.05.2011 - 09.05.2011
2000S-2094,Schüler: Schulform - Alter (Infrastrukturrelevante Altersgruppen)/Geschlecht/Klassenstufen/Migrationshintergrund und -erfahrung,09.05.2011 - 09.05.2011
2000S-2095,"Schüler: Schulform - Migrationshintergrund (ausgew.
Länder)/Migrationshintergrund (Aufenthaltsdauer)",09.05.2011 - 09.05.2011
2000S-3001,"Personen: Erwerbsstatus - Alter
(5er-Jahresgruppen)/Migrationshintergrund und -erfahrung -
Geschlecht",09.05.2011 - 09.05.2011
2000S-3002,"Personen: Erwerbsstatus - Alter/Staatsangehörigkeit
(Ausgewählte Länder) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3003,"Personen: Erwerbsstatus - Migrationshintergrund -
Staatsangehörigkeit (Ausgewählte Länder)",09.05.2011 - 09.05.2011
2000S-3004,"Personen: Erwerbsstatus - Alter (11
Altersklassen)/Migrationshintergrund und -erfahrung -
Gebäudetyp (Größe)",09.05.2011 - 09.05.2011
2000S-3005,"Personen: Erwerbsstatus/Migrationshintergrund - Größe des
privaten Haushalts - Typ des privaten Haushalts (nach
Familien)",09.05.2011 - 09.05.2011
2000S-3006,"Personen: Erwerbsstatus - Größe der Kernfamilie - Typ der
Kernfamilie (nach Familien)",09.05.2011 - 09.05.2011
2000S-3007,"Personen: Erwerbsstatus (ausführlich) -
Migrationshintergrund und -erfahrung - Geschlecht/Alter
(10er-Jahresgruppen)",09.05.2011 - 09.05.2011
2000S-3008,"Personen: Erwerbsstatus (ausführlich)/Migrationshintergrund
- Familienstand (ausführlich) - Alter (5er-Jahresgruppen)",09.05.2011 - 09.05.2011
2000S-3009,"Personen: Erwerbsstatus (ausführlich) - Alter
(5er-Jahresgruppen)/Familienstand (ausführlich)/Religion
(ausführlich)/Staatangehörigkeit - Geschlecht",09.05.2011 - 09.05.2011
2000S-3010,Personen: Erwerbsstatus (ausführlich) - Alter/Migrationshintergrund/Staatsangehörigkeit -  Religion (ausführlich),09.05.2011 - 09.05.2011
2000S-3011,"Personen: Erwerbsstatus (ausführlich) - Geschlecht - Typ des
privaten Haushalts (nach Familien)",09.05.2011 - 09.05.2011
2000S-3012,"Personen: Erwerbsstatus (ausführlich) - Familienstand
(ausführlich) - Größe der Kernfamilie",09.05.2011 - 09.05.2011
2000S-3013,"Personen: Erwerbsstatus (ausführlich) - Geschlecht/Religion
(ausführlich) - Größe der Kernfamilie/Typ der Kernfamilie
(nach Lebensform)",09.05.2011 - 09.05.2011
2000S-3014,"Personen: Erwerbsstatus (ausführlich) - Religion
(ausführlich)/Migrationshintergrund - Typ der Kernfamilie
(nach Familien)",09.05.2011 - 09.05.2011
2000S-3015,"Personen: Migrationshintergrund - Alter (5er-Jahresgruppen)
- Staatsangehörigkeit",09.05.2011 - 09.05.2011
2000S-3016,"Personen: Migrationshintergrund - Alter (11 Altersklassen) -
Geschlecht",09.05.2011 - 09.05.2011
2000S-3017,"Personen: Migrationshintergrund - Alter (11
Altersklassen)/Geschlecht - Staatsangehörigkeit",09.05.2011 - 09.05.2011
2000S-3018,"Personen: Migrationshintergrund - Alter
(5er-Jahresgruppen)/Familienstand (ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3019,Personen: Migrationshintergrund - Alter (10er-Jahresgruppen) - Erwerbsstatus (ausführlich)/Religion (ausführlich),09.05.2011 - 09.05.2011
2000S-3020,"Personen: Migrationshintergrund - Alter (11 Altersklassen) -
Größe des privaten Haushalts/Typ des privaten Haushalts
(nach Familien)",09.05.2011 - 09.05.2011
2000S-3021,"Personen: Migrationshintergrund - Alter
(5er-Jahresgruppen)/Familienstand (ausführlich)/Geschlecht -
Typ des privaten Haushalts (nach Familien)",09.05.2011 - 09.05.2011
2000S-3022,"Personen: Migrationshintergrund - Religion (ausführlich) -
Typ der Kernfamilie (nach Familien)",09.05.2011 - 09.05.2011
2000S-3023,Personen: Migrationshintergrund/Religion (ausf.) - Alter (5er-Jahresgruppen)/Familienstand (ausf.)/Geschlecht - Typ der Kernfamilie (nach Familien),09.05.2011 - 09.05.2011
2000S-3024,"Personen: Migrationshintergrund und -erfahrung - Alter
(10er-Jahresgruppen) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3025,"Personen: Migrationshintergrund und -erfahrung - Alter
(10er-Jahresgruppen)/Familienstand (ausführlich)/Geschlecht
- Religion/Staatsangehörigkeit (Ausgewählte Länder)",09.05.2011 - 09.05.2011
2000S-3026,Personen: Migrationshintergrund und -erfahrung - Alter (10er-Jahresgruppen) - Familienstand (ausführlich),09.05.2011 - 09.05.2011
2000S-3027,Personen: Migrationshintergrund und -erfahrung - Alter (11 Altersklassen) - Erwerbsstatus/Familienstand/Religion (ausf.)/Staatsangehörigkeit (Ausgew. Länder)/Geschlecht,09.05.2011 - 09.05.2011
2000S-3028,"Personen: Migrationshintergrund und -erfahrung - Alter
(Jahresschritte)/Familienstand (ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3029,"Personen: Migrationshintergrund und -erfahrung - Alter (11
Altersklassen) - Typ des privaten Haushalts (nach Familien)",09.05.2011 - 09.05.2011
2000S-3030,Personen: Migrationshintergrund und -erfahrung - Alter - Art der Wohnungsnutzung/Ausstattung der Wohnung/Gebäudetyp (Größe)/Größe des priv. Haushalts/Typ des priv. Haushalts,09.05.2011 - 09.05.2011
2000S-3031,"Personen: Migrationshintergrund und -erfahrung - Geschlecht
- Art der Wohnungsnutzung/Ausstattung der Wohnung/Gebäudetyp
(Größe)",09.05.2011 - 09.05.2011
2000S-3032,"Personen: Migrationshintergrund und -erfahrung - Größe des
privaten Haushalts - Fläche der Wohnung (20
m²-Intervalle)/Typ des privaten Haushalts/Räume",09.05.2011 - 09.05.2011
2000S-3033,"Personen: Migrationshintergrund und -erfahrung - Baujahr
(Jahrzehnte)/Wohnungen im Gebäude (3 Klassen) - Art des
Gebäudes",09.05.2011 - 09.05.2011
2000S-3034,"Personen: Migrationshintergrund und -erfahrung - Baujahr
(Jahrzehnte) - Eigentumsform des Gebäudes/Gebäudetyp
(Bauweise)/Wohnungen im Gebäude",09.05.2011 - 09.05.2011
2000S-3035,"Personen: Migrationshintergrund und -erfahrung -
Eigentumsform des Gebäudes - Gebäudetyp (Bauweise)/Wohnungen
im Gebäude",09.05.2011 - 09.05.2011
2000S-3036,"Personen: Migrationshintergrund und -erfahrung - Gebäudetyp
(Bauweise) - Wohnungen im Gebäude",09.05.2011 - 09.05.2011
2000S-3037,"Personen: Migrationshintergrund und -erfahrung - Geschlecht
- Typ der Kernfamilie (nach Familien)",09.05.2011 - 09.05.2011
2000S-3038,"Personen: Religion (ausführlich) - Familienstand -
Staatsangehörigkeit (Ausgewählte Länder)",09.05.2011 - 09.05.2011
2000S-3039,"Personen: Religion (ausführlich) -
Alter/Familienstand/Staatsangehörigkeit - Geschlecht",09.05.2011 - 09.05.2011
2000S-3040,"Personen: Religion (ausführlich) - Familienstand
(ausführlich)/Migrationshintergrund und -erfahrung -
Staatsangehörigkeit (Ausgewählte Länder)",09.05.2011 - 09.05.2011
2000S-3041,"Personen: Religion (ausführlich) - Alter/Staatsangehörigkeit
(Kontinente) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3042,Personen: Religion (ausführlich) - Alter/Erwerbsstatus (ausführlich) - Familienstand (ausführlich),09.05.2011 - 09.05.2011
2000S-3043,"Personen: Religion (ausführlich) - Erwerbsstatus
(ausführlich)/Geschlecht - Typ des privaten Haushalts (nach
Familien)",09.05.2011 - 09.05.2011
2000S-3044,"Personen: Religion (ausführlich) - Familienstand
(ausführlich)/Geschlecht - Größe der Kernfamilie",09.05.2011 - 09.05.2011
2000S-3045,"Personen: Höchster beruflicher Abschluss - Alter
(5er-Jahresgruppen)/Erwerbsstatus (ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3046,Personen: Höchster beruflicher Abschluss - Alter/Höchster Schulabschluss/Migrationshintergrund/Religion (ausführlich) - Erwerbsstatus (ausführlich),09.05.2011 - 09.05.2011
2000S-3047,"Personen: Höchster beruflicher Abschluss - Höchster
Schulabschluss - Alter (5er-Jahresgruppen)",09.05.2011 - 09.05.2011
2000S-3048,Personen: Höchster beruflicher Abschluss - Alter (10er-Jahresgruppen) - Migrationshintergrund,09.05.2011 - 09.05.2011
2000S-3049,"Personen: Höchster beruflicher Abschluss - Alter
(10er-Jahresgruppen)/Migrationshintergrund - Religion
(ausführlich)",09.05.2011 - 09.05.2011
2000S-3050,"Personen: Höchster beruflicher Abschluss - Baujahr
(Jahrzehnte)/Fläche der Wohnung (10 m²-Intervalle) - Art des
Gebäudes",09.05.2011 - 09.05.2011
2000S-3051,"Personen: Höchster beruflicher Abschluss - Fläche der
Wohnung (10 m²-Intervalle) - Baujahr (Jahrzehnte)",09.05.2011 - 09.05.2011
2000S-3052,"Personen: Höchster beruflicher Abschluss - Erwerbsstatus
(ausführlich)/Migrationshintergrund/Religion (ausführlich) -
Typ der Kernfamilie (nach Familien)",09.05.2011 - 09.05.2011
2000S-3053,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Alter (10er-Jahresgruppen)/Religion (ausführlich) -
Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-3054,Höchster beruflicher Abschluss (ausführlich) - Alter/Migrationshintergrund und -erfahrung/ Staatsangehörigkeit (Ausgewählte Länder) - Geschlecht,09.05.2011 - 09.05.2011
2000S-3055,"Personen: Höchster beruflicher Abschluss
(ausführlich)/Höchster Schulabschluss - Religion
(ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3056,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Alter (5er-Jahresgruppen)/Familienstand/Staatsangehörigkeit
(Gruppen) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3057,Höchster beruflicher Abschluss (ausführlich) - Alter/Geschlecht/Familienstand/Höchster Schulabschluss/Religion/Staatsangehörigkeit (Ausgew. Länder) - Erwerbsstatus (ausf.),09.05.2011 - 09.05.2011
2000S-3058,Personen: Höchster beruflicher Abschluss (ausführlich) - Alter (5er-Jahresgruppen) - Familienstand,09.05.2011 - 09.05.2011
2000S-3059,"Personen: Höchster beruflicher Abschluss
(ausführlich)/Höchster Schulabschluss - Familienstand
(ausführlich) - Religion/Staatsangehörigkeit (Gruppen)",09.05.2011 - 09.05.2011
2000S-3060,Personen: Höchster beruflicher Abschluss (ausführlich) - Höchster Schulabschluss - Alter/Familienstand/Geschlecht/Religion/Staatsangehörigkeit (Gruppen),09.05.2011 - 09.05.2011
2000S-3061,"Personen: Höchster beruflicher Abschluss
(ausführlich)/Höchster Schulabschluss - Religion -
Staatsangehörigkeit (Gruppen)",09.05.2011 - 09.05.2011
2000S-3062,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Religion (ausführlich) - Staatsangehörigkeit",09.05.2011 - 09.05.2011
2000S-3063,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Familienstand - Art der Wohnungsnutzung/Gebäudetyp
(Bauweise)/Gebäudetyp (Größe)",09.05.2011 - 09.05.2011
2000S-3064,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Größe des privaten Haushalts - Typ des privaten Haushalts
(Familien)",09.05.2011 - 09.05.2011
2000S-3065,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Alter (5er-Jahresgruppen)/Familienstand/Geschlecht - Typ des
privaten Haushalts (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-3066,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Größe der Kernfamilie - Typ der Kernfamilie (nach Familien)",09.05.2011 - 09.05.2011
2000S-3067,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Geschlecht - Typ der Kernfamilie (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-3068,"Personen: Höchster beruflicher Abschluss (ausführlich) -
Erwerbsstatus (ausführlich)/Religion (ausführlich) - Typ der
Kernfamilie (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-3069,"Personen: Höchster Schulabschluss - Alter (11 Altersklassen)
- Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-3070,Personen: Höchster Schulabschluss - Alter (10er Jahresgruppen)/Migrationshintergrund und -erfahrung/Staatsangehörigkeit (Ausgew. Länder) - Geschlecht,09.05.2011 - 09.05.2011
2000S-3071,"Personen: Höchster Schulabschluss - Alter
(10er-Jahresgruppen) - Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-3072,"Personen: Höchster Schulabschluss - Alter
(5er-Jahresgruppen)/Familienstand (ausführlich)/Höchster
beruflicher Abschluss - Geschlecht",09.05.2011 - 09.05.2011
2000S-3073,Personen: Höchster Schulabschluss - Alter (5er-Jahresgruppen)/Geschlecht/Religion (ausführlich) - Erwerbsstatus (ausführlich),09.05.2011 - 09.05.2011
2000S-3074,Personen: Höchster Schulabschluss - Alter (10er-Jahresgruppen)/Migrationshintergrund und -erfahrung - Familienstand (ausführlich),09.05.2011 - 09.05.2011
2000S-3075,"Personen: Höchster Schulabschluss - Familienstand - Art der
Wohnungsnutzung/Gebäudetyp (Bauweise)",09.05.2011 - 09.05.2011
2000S-3076,"Personen: Höchster Schulabschluss - Geschlecht - Typ der
Kernfamilie (nach Lebensform)",09.05.2011 - 09.05.2011
2000S-3077,"Personen: Art der Einpendler - Alter (11
Altersklassen)/Familienstand (ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3078,Personen: Art der Einpendler - Höchster beruflicher Abschluss (ausf.) - Geschlecht/Alter/Migrationshintergrund und -erfahrung/Religion (ausf.),09.05.2011 - 09.05.2011
2000S-3079,"Personen: Art der Einpendler - Religion (ausführlich) -
Geschlecht/Familienstand (ausführlich)/Migrationshintergrund
und -erfahrung",09.05.2011 - 09.05.2011
2000S-3080,"Personen: Art der Einpendler - Wirt.zweig
Wirtschafts(unter)bereiche - Familienstand (ausführlich)",09.05.2011 - 09.05.2011
2000S-3081,"Personen: Art der Einpendler - Alter (10er-Jahresgruppen) -
Geschlecht",09.05.2011 - 09.05.2011
2000S-3082,"Personen: Art der Einpendler - Beruf (Bereiche KldB
2010)/Wirt.zweig Wirtschafts(unter)bereiche - Alter
(10er-Jahresgruppen)/Geschlecht",09.05.2011 - 09.05.2011
2000S-3083,"Personen: Art der Einpendler - Wirt.zweig
Wirtschafts(unter)bereiche - Beruf (Bereiche KldB 2010)",09.05.2011 - 09.05.2011
2000S-3084,"Personen: Art der Einpendler - Stellung im
Beruf/Wirtschaftszweige (Abschnitte) - Geschlecht/Höchster
beruflicher Abschluss (ausführlich)",09.05.2011 - 09.05.2011
2000S-3085,"Personen: Art der Einpendler - Stellung im Beruf -
Wirtschaftszweige (Abschnitte)",09.05.2011 - 09.05.2011
2000S-3086,"Personen: Art der Auspendler - Alter (11
Altersklassen)/Familienstand (ausführlich)/Höchster
beruflicher Abschluss (ausführlich) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3087,Personen: Art der Auspendler - Höchster beruflicher Abschluss (ausf.) - Alter (11 Altersklassen)/Migrationshintergrund und -erfahrung/Religion (ausf.),09.05.2011 - 09.05.2011
2000S-3088,"Personen: Art der Auspendler - Religion (ausführlich) -
Geschlecht/Familienstand (ausführlich)/Migrationshintergrund
und -erfahrung",09.05.2011 - 09.05.2011
2000S-3089,"Personen: Art der Auspendler - Wirt.zweig
Wirtschafts(unter)bereiche - Familienstand (ausführlich)",09.05.2011 - 09.05.2011
2000S-3090,"Personen: Art der Auspendler - Alter (10er-Jahresgruppen) -
Geschlecht",09.05.2011 - 09.05.2011
2000S-3091,"Personen: Art der Auspendler - Beruf (Bereiche KldB
2010)/Wirt.zweig Wirtschafts(unter)bereiche - Alter
(10er-Jahresgruppen)/Geschlecht",09.05.2011 - 09.05.2011
2000S-3092,"Personen: Art der Auspendler - Wirt.zweig
Wirtschafts(unter)bereiche - Beruf (Bereiche KldB 2010)",09.05.2011 - 09.05.2011
2000S-3093,"Personen: Art der Auspendler - Stellung im
Beruf/Wirtschaftszweig (Abschnitte) - Höchster beruflicher
Abschluss (ausführlich)/Geschlecht",09.05.2011 - 09.05.2011
2000S-3094,"Personen: Art der Auspendler - Stellung im Beruf -
Wirtschaftszweige (Abschnitte)",09.05.2011 - 09.05.2011
2000S-3095,"Personen: Beruf (Bereiche KldB 2010) - Familienstand
(ausführlich) - Migrationshintergrund und -erfahrung",09.05.2011 - 09.05.2011
2000S-3096,"Personen: Beruf (Bereiche KldB 2010) - Staatsangehörigkeit
(Ausgewählte Länder) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3097,Personen: Beruf (Bereiche KldB 2010) - Alter/Höchster beruflicher Abschluss (ausf.)/Höchster Schulabschluss/Religion (ausführlich)/Stellung im Beruf - Geschlecht,09.05.2011 - 09.05.2011
2000S-3098,"Personen: Beruf (Bereiche KldB 2010) - Höchster beruflicher
Abschluss (ausführlich) - Höchster Schulabschluss",09.05.2011 - 09.05.2011
2000S-3099,"Personen: Beruf (Bereiche KldB 2010) - Stellung im Beruf -
Höchster beruflicher Abschluss (ausführlich)/Höchster
Schulabschluss/Religion",09.05.2011 - 09.05.2011
2000S-3100,"Personen: Beruf (Bereiche KldB 2010) - Wirt.zweig
Wirtschafts(unter)bereiche - Alter/Geschlecht/Höchster
berufl. Abschluss (ausf.)/Höchster Schulabschluss/Religion",09.05.2011 - 09.05.2011
2000S-3101,"Personen: Beruf (Bereiche KldB 2010) - Alter
(10er-Jahresgruppen)/Geschlecht/Wirt.zweig (Unter)bereiche -
Typ des priv. Haushalts (Lebensform)",09.05.2011 - 09.05.2011
2000S-3102,"Personen: Beruf (Bereiche KldB 2010) - Geschlecht/Höchster
beruflicher Abschluss (ausf.)/Wirt.zweig (Unter)bereiche -
Typ der Kernfamilie (Lebensform)",09.05.2011 - 09.05.2011
2000S-3103,"Personen: Beruf (Hauptgruppen ISCO-08) - Höchster
beruflicher Abschluss (ausführlich)/Höchster Schulabschluss
- Geschlecht",09.05.2011 - 09.05.2011
2000S-3104,"Personen: Beruf (Hauptgruppen ISCO-08) - Alter/Erwerbsstatus
(ausführlich)/Familienstand/Religion/Staatsangehörigkeit/Ste
llung im Beruf/Wirtschaftszweige (Abschnitte) - Geschlecht",09.05.2011 - 09.05.2011
2000S-3105,"Personen: Beruf (Hauptgruppen ISCO-08) - Erwerbsstatus
(ausführlich) - Höchster beruflicher Abschluss
(ausführlich)/Stellung im Beruf",09.05.2011 - 09.05.2011
