Code,Content,Time
22221-0012,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Geschlecht, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0013,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Geschlecht, Erwerbsstatus",31.12.2020 - 31.12.2021
22221-0014,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Geschlecht, Leistungsart",31.12.2020 - 31.12.2021
22221-0015,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Geschlecht, Regelbedarfsstufen nach § 28 SGB XII",31.12.2020 - 31.12.2021
22221-0016,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Geschlecht, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0017,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt
(AsylbLG): Deutschland, Stichtag, Altersgruppen, Art der
Unterbringung",31.12.2020 - 31.12.2021
22221-0018,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Deutschland, Stichtag, Altersgruppen, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0019,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt
(AsylbLG): Deutschland, Stichtag, Altersgruppen,
Leistungsart",31.12.2020 - 31.12.2021
22221-0020,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt
(AsylbLG): Deutschland, Stichtag, Altersgruppen,
Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0021,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag, Geschlecht, Altersgruppen",31.12.2020 - 31.12.2021
22221-0022,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag, Geschlecht, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0023,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag, Altersgruppen, Hilfearten",31.12.2020 - 31.12.2021
22221-0024,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag, Altersgruppen, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0025,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0026,"Empfänger von anderen Asylbewerberleistungen: Deutschland, Jahre, Geschlecht, Altersgruppen",2020 - 2021
22221-0027,"Empfänger von anderen Asylbewerberleistungen: Deutschland,
Jahre, Geschlecht, Staatsangehörigkeit nach Kontinenten",2020 - 2021
22221-0028,"Empfänger von anderen Asylbewerberleistungen: Deutschland, Jahre, Altersgruppen, Hilfearten",2020 - 2021
22221-0029,"Empfänger von anderen Asylbewerberleistungen: Deutschland,
Jahre, Altersgruppen, Staatsangehörigkeit nach Kontinenten",2020 - 2021
22221-0030,"Empfänger von anderen Asylbewerberleistungen: Deutschland,
Jahre, Art der Unterbringung",2020 - 2021
22221-0031,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag, Geschlecht, Altersgruppen",31.12.2020 - 31.12.2021
22221-0032,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag, Geschlecht, Art der Unterbringung",31.12.2020 - 31.12.2021
22221-0033,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag, Geschlecht, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0034,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag,
Geschlecht, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0035,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag, Altersgruppen, Art der Unterbringung",31.12.2020 - 31.12.2021
22221-0036,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag, Altersgruppen, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0037,"Empfänger von Asylbewerberleistungen: Deutschland, Stichtag,
Altersgruppen, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0100,"Empfänger von Regelleistungen nach dem
Asylbewerberleistungsgesetz: Bundesländer, Stichtag (bis
31.12.2019), Geschlecht",31.12.1994 - 31.12.2019
22221-0101,"Empfänger von Regelleistungen nach dem Asylbewerberleistungsgesetz: Bundesländer, Stichtag (bis 31.12.2019), Art der Unterbringung",31.12.1994 - 31.12.2019
22221-0110,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Bundesländer, Stichtag, Geschlecht, Altersgruppen",31.12.2020 - 31.12.2021
22221-0111,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Bundesländer, Stichtag, Geschlecht, Art der Unterbringung",31.12.2020 - 31.12.2021
22221-0112,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Bundesländer, Stichtag, Geschlecht, Leistungsart",31.12.2020 - 31.12.2021
22221-0113,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Bundesländer, Stichtag, Geschlecht, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22221-0114,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt
(AsylbLG): Bundesländer, Stichtag, Altersgruppen,
Leistungsart",31.12.2020 - 31.12.2021
22221-0115,"Empfänger von Grundleistungen bzw. Hilfe zum Lebensunterhalt (AsylbLG): Bundesländer, Stichtag, Erwerbsstatus",31.12.2020 - 31.12.2021
22221-0116,"Empfänger von besonderen Asylbewerberleistungen: Bundesländer, Stichtag, Geschlecht, Altersgruppen",31.12.2020 - 31.12.2021
22221-0117,"Empfänger von besonderen Asylbewerberleistungen: Bundesländer, Stichtag, Altersgruppen, Hilfearten",31.12.2020 - 31.12.2021
22221-0118,"Empfänger von besonderen Asylbewerberleistungen: Bundesländer, Stichtag, Aufenthaltsrechtlicher Status",31.12.2020 - 31.12.2021
22221-0119,"Empfänger von Asylbewerberleistungen: Bundesländer, Stichtag, Geschlecht, Altersgruppen",31.12.2020 - 31.12.2021
22221-0120,"Empfänger von Asylbewerberleistungen: Bundesländer, Stichtag, Geschlecht, Art der Unterbringung",31.12.2020 - 31.12.2021
22221-0121,"Empfänger von Asylbewerberleistungen: Bundesländer,
Stichtag, Geschlecht, Staatsangehörigkeit nach Kontinenten",31.12.2020 - 31.12.2021
22231-0001,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag (bis 31.12.2019), Altersgruppen",31.12.1994 - 31.12.2019
22231-0002,"Empfänger von besonderen Asylbewerberleistungen: Deutschland, Stichtag (bis 31.12.2019), Hilfearten",31.12.1994 - 31.12.2019
22231-0010,"Empfänger von besonderen Asylbewerberleistungen: Bundesländer, Stichtag (bis 31.12.2019), Altersgruppen",31.12.1994 - 31.12.2019
22231-0011,"Empfänger von besonderen Asylbewerberleistungen: Bundesländer, Stichtag (bis 31.12.2019), Hilfearten",31.12.1994 - 31.12.2019
22251-0001,"Empfänger von Leistungen für Bildung und Teilhabe nach dem
Asylbewerberleistungsgesetz: Deutschland, Quartale,
Leistungsart, Geschlecht",1. Quartal 2016 - 2. Quartal 2023
22251-0002,"Empfänger von Leistungen für Bildung und Teilhabe nach dem
Asylbewerberleistungsgesetz: Deutschland, Quartale,
Leistungsart, Altersgruppen",1. Quartal 2016 - 2. Quartal 2023
22251-0003,"Empfänger von Leistungen für Bildung und Teilhabe nach dem
Asylbewerberleistungsgesetz: Deutschland, Quartale,
Leistungsart, Staatsangehörigkeit nach Kontinenten",1. Quartal 2016 - 2. Quartal 2023
22311-0001,"Haushalte mit Wohngeld, Anteil an den Privathaushalten:
Deutschland, Stichtag, Wohngeldart",31.12.2005 - 31.12.2021
22311-0002,"Haushalte mit Wohngeld: Deutschland, Stichtag, Wohngeldart, Art des Zuschusses",31.12.2005 - 31.12.2021
22311-0003,"Haushalte mit Wohngeld: Deutschland, Stichtag, Wohngeldart, Geschlecht der Antragsteller",31.12.2005 - 31.12.2021
22311-0004,"Haushalte mit Wohngeld: Deutschland, Stichtag, Wohngeldart, Haushaltsgröße",31.12.2005 - 31.12.2021
22311-0005,"Haushalte mit Wohngeld: Deutschland, Stichtag, Wohngeldart, Haushaltsgröße, Soziale Stellung des Antragstellers",31.12.2005 - 31.12.2021
22311-0006,"Haushalte mit Wohngeld, Durchschnittliche monatliche Miete,
Durchschnittliches Wohngeld, Durchschnittliche Wohnfläche:
Deutschland, Stichtag, Wohngeldart, Mietenstufe, Wohnfläche",31.12.2005 - 31.12.2021
22311-0010,"Haushalte mit Wohngeld, Anteil an den Privathaushalten:
Bundesländer, Stichtag, Wohngeldart",31.12.2005 - 31.12.2021
22311-0011,"Haushalte mit Wohngeld: Bundesländer, Stichtag, Wohngeldart, Art des Zuschusses",31.12.2005 - 31.12.2021
22311-0012,"Haushalte mit Wohngeld: Bundesländer, Stichtag, Wohngeldart, Geschlecht der Antragsteller",31.12.2005 - 31.12.2021
22311-0013,"Haushalte mit Wohngeld: Bundesländer, Stichtag, Wohngeldart, Haushaltsgröße",31.12.2005 - 31.12.2021
22411-0001,"Ambulante Dienste, Pflegebedürftige: Deutschland, Stichtag,
Träger",15.12.1999 - 15.12.2021
22411-0002,"Pflegebedürftige (ambulant): Deutschland, Stichtag, Pflegestufe/Pflegegrad",15.12.2017 - 15.12.2021
22411-0003,"Pflegebedürftige (ambulant): Deutschland, Stichtag, Geschlecht, Altersgruppen",15.12.1999 - 15.12.2021
22411-0004,"Personal der ambulanten Pflegeeinrichtungen: Deutschland,
Stichtag, Beschäftigungsverhältnis",15.12.1999 - 15.12.2021
22411-0005,"Personal der ambulanten Pflegeeinrichtungen: Deutschland,
Stichtag, Geschlecht, Überwiegender Tätigkeitsbereich",15.12.1999 - 15.12.2021
22411-0006,"Personal der ambulanten Pflegeeinrichtungen: Deutschland, Stichtag, Altersgruppen",15.12.2013 - 15.12.2021
22411-0010,"Ambulante Dienste, Pflegebedürftige: Bundesländer, Stichtag,
Träger",15.12.2017 - 15.12.2021
22411-0011,"Pflegebedürftige (ambulant): Bundesländer, Stichtag, Pflegegrad",15.12.2017 - 15.12.2021
22411-0012,"Pflegebedürftige (ambulant): Bundesländer, Stichtag, Geschlecht, Altersgruppen",15.12.2017 - 15.12.2021
22411-0013,"Personal in ambulanten Pflegeeinrichtungen: Bundesländer,
Stichtag, Beschäftigungsverhältnis",15.12.2017 - 15.12.2021
22411-0014,"Personal in ambulanten Pflegeeinrichtungen: Bundesländer,
Stichtag, Geschlecht, Überwiegender Tätigkeitsbereich",15.12.2017 - 15.12.2021
22411-0015,"Personal in ambulanten Pflegeeinrichtungen: Bundesländer, Stichtag, Altersgruppen",15.12.2017 - 15.12.2021
22412-0001,"Pflegeheime, Verfügbare Plätze, Pflegebedürftige:
Deutschland, Stichtag, Art der Pflegeleistung",15.12.1999 - 15.12.2021
22412-0002,"Pflegeheime, Verfügbare Plätze: Deutschland, Stichtag,
Träger",15.12.1999 - 15.12.2021
22412-0003,"Pflegebedürftige (stationär): Deutschland, Stichtag,
Pflegestufe/Pflegegrad",15.12.2017 - 15.12.2021
22412-0004,"Pflegebedürftige (stationär): Deutschland, Stichtag,
Geschlecht, Altersgruppen",15.12.1999 - 15.12.2021
22412-0005,"Personal der stationären Pflegeeinrichtungen: Deutschland,
Stichtag, Beschäftigungsverhältnis",15.12.1999 - 15.12.2021
22412-0006,"Personal der stationären Pflegeeinrichtungen: Deutschland,
Stichtag, Geschlecht, Überwiegender Tätigkeitsbereich",15.12.1999 - 15.12.2021
22412-0007,"Personal der stationären Pflegeeinrichtungen: Deutschland,
Stichtag, Altersgruppen",15.12.2013 - 15.12.2021
22412-0010,"Pflegeheime, Verfügbare Plätze, Pflegebedürftige:
Bundesländer, Stichtag, Art der Pflegeleistung",15.12.2017 - 15.12.2021
22412-0011,"Pflegeheime, Verfügbare Plätze: Bundesländer, Stichtag,
Träger",15.12.2017 - 15.12.2021
22412-0012,"Pflegebedürftige (stationär): Bundesländer, Stichtag,
Pflegegrad",15.12.2017 - 15.12.2021
22412-0013,"Pflegebedürftige (stationär): Bundesländer, Stichtag,
Geschlecht, Altersgruppen",15.12.2017 - 15.12.2021
22412-0014,"Personal der stationären Pflegeeinrichtungen: Bundesländer,
Stichtag, Beschäftigungsverhältnis",15.12.2017 - 15.12.2021
22412-0015,"Personal der stationären Pflegeeinrichtungen: Bundesländer,
Stichtag, Geschlecht, Überwiegender Tätigkeitsbereich",15.12.2017 - 15.12.2021
22412-0016,"Personal der stationären Pflegeeinrichtungen: Bundesländer,
Stichtag, Altersgruppen",15.12.2017 - 15.12.2021
22421-0001,"Pflegebedürftige: Deutschland, Stichtag, Geschlecht,
Altersgruppen, Art der Versorgung von Pflegebedürftigen",31.12.1999 - 31.12.2021
22421-0002,"Pflegebedürftige: Deutschland, Stichtag, Pflegestufe/Pflegegrad",31.12.2017 - 31.12.2021
22421-0003,"Pflegequote: Deutschland, Stichtag, Geschlecht,
Altersgruppen",31.12.1999 - 31.12.2021
22421-0010,"Pflegebedürftige: Bundesländer, Stichtag, Geschlecht,
Altersgruppen, Art der Versorgung von Pflegebedürftigen",31.12.2017 - 31.12.2021
22421-0011,"Pflegebedürftige: Bundesländer, Stichtag, Pflegegrad",31.12.2017 - 31.12.2021
22421-0012,"Pflegequote: Bundesländer, Stichtag, Geschlecht,
Altersgruppen",31.12.2017 - 31.12.2021
22512-0001,"Bestehende Hilfen für junge Menschen: Deutschland, Stichtag
(bis 31.12.2007), Geschlecht, Altersgruppen, Art der Hilfe",31.12.1992 - 31.12.2007
22512-0002,"Bestehende Hilfen für junge Menschen: Deutschland, Stichtag
(bis 31.12.2006), Geschlecht, Altersgruppen, Art der Hilfe,
Anlass der Hilfe",31.12.1992 - 31.12.2006
22517-0001,"Erzieherische Hilfen/Beratungen: Deutschland, Jahre,
Geschlecht, Altersjahre, Art der Hilfe",2008 - 2017
22517-0002,"Erzieherische Hilfen/Beratungen: Deutschland, Jahre,
Geschlecht, Migrationshintergrund, Art der Hilfe",2008 - 2021
22517-0003,"Erzieherische Hilfen/Beratungen: Früheres Bundesgebiet/
Neue Länder, Jahre, Geschlecht, Altersjahre, Art der Hilfe",2008 - 2017
22517-0004,"Erzieherische Hilfen/Beratungen: Früheres Bundesgebiet/
Neue Länder, Jahre, Geschlecht, Migrationshintergrund,
Art der Hilfe",2008 - 2021
22517-0005,"Erzieherische Hilfen/Beratungen: Bundesländer, Jahre,
Geschlecht, Altersjahre, Art der Hilfe",2008 - 2017
22517-0006,"Erzieherische Hilfen/Beratungen: Bundesländer, Jahre,
Geschlecht, Migrationshintergrund, Art der Hilfe",2008 - 2017
22518-0001,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Deutschland, Jahre, Gefährdungseinschätzung",2012 - 2022
22518-0002,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Deutschland, Jahre, Gefährdungseinschätzung, Art der
Kindeswohlgefährdung",2012 - 2022
22518-0003,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Deutschland, Jahre, Gefährdungseinschätzung, Art der
Kindeswohlgefährdung, Aufenthaltsort des Minderjährigen",2012 - 2022
22518-0004,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Deutschland, Jahre, Gefährdungseinschätzung, Art der
Kindeswohlgefährdung, Hinweisgeber",2012 - 2022
22518-0005,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Deutschland, Jahre, Gefährdungseinschätzung, Geschlecht,
Altersgruppen",2012 - 2022
22518-0006,"Verfahren zur Einschätzung der Kindeswohlgefährdung: Deutschland, Jahre, Gefährdungseinschätzung, Leistungen zum Zeitpunkt des Verfahrens",2012 - 2022
22518-0007,"Verfahren zur Einschätzung der Kindeswohlgefährdung: Deutschland, Jahre, Gefährdungseinschätzung, Art der neu eingeleiteten bzw. geplanten Hilfe",2012 - 2022
22518-0010,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Bundesländer, Jahre, Gefährdungseinschätzung",2012 - 2022
22518-0011,"Verfahren zur Einschätzung der Kindeswohlgefährdung:
Bundesländer, Jahre, Gefährdungseinschätzung, Art der
Kindeswohlgefährdung",2012 - 2022
22521-0001,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Geschlecht, Nationalität",2010 - 2022
22521-0002,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Geschlecht, Altersgruppen",2010 - 2022
22521-0003,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Nationalität, Altersgruppen",2010 - 2017
22521-0004,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Geschlecht, Nationalität, Merkmale der Eltern",2010 - 2022
22521-0005,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Geschlecht, Altersgruppen, Merkmale der Eltern",2010 - 2022
22521-0006,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Nationalität, Altersgruppen, Merkmale der Eltern",2010 - 2017
22521-0007,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Altersgruppen, Familienstand der abgebenden Eltern,
Art der Unterbringung vor der Adoption",2010 - 2017
22521-0008,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Verwandtschaftsverhältnis zu Adoptiveltern, Familienstand
der abgebenden Eltern, Art der Unterbringung vor der Adopt.",2010 - 2017
22521-0009,"Adoptierte mit gerichtlich ersetzter Einwilligung:
Deutschland, Jahre, Familienstand der abgebenden Eltern,
Art der Unterbringung vor der Adoption",2010 - 2017
22521-0010,"Adoptierte Kinder und Jugendliche: Deutschland, Jahre,
Kontinente, Art der Adoption, Geschlecht",2014 - 2022
22521-0011,"Adoptierte Kinder und Jugendliche, Aufgehobene Adoptionen,
Abgebrochene Adoptionspflegen: Deutschland, Jahre,
Trägergruppen",2010 - 2022
22521-0012,"Zur Adoption vorgemerkte Kinder und Jugendliche, Vorgemerkte
Adoptionsbewerbungen, In Adoptionspflege untergebrachte
Kinder und Jugendliche: Deutschland, Stichtag, Trägergruppen",31.12.2010 - 31.12.2022
22521-0013,"Zur Adoption vorgemerkte Kinder und Jugendliche, In
Adoptionspflege untergebrachte Kinder und Jugendliche:
Deutschland, Stichtag, Geschlecht, Trägergruppen",31.12.2010 - 31.12.2022
22521-0020,"Adoptierte Kinder und Jugendliche: Bundesländer, Jahre,
Geschlecht",2010 - 2022
22521-0021,"Adoptierte Kinder und Jugendliche: Bundesländer, Jahre,
Altersgruppen",2010 - 2017
22521-0022,"Adoptierte Kinder und Jugendliche: Bundesländer, Jahre,
Nationalität, Art der Unterbringung vor der Adoption",2010 - 2017
22522-0001,"Kinder und Jugendliche: Deutschland, Stichtag, Maßnahmen für
Kinder und Jugendliche, Nationalität, Geschlecht",31.12.2012 - 31.12.2022
22522-0002,"Tagespflegepersonen mit Pflegeerlaubnis: Deutschland, Stichtag",31.12.2012 - 31.12.2022
22522-0003,"Sorgeerklärungen: Deutschland, Jahre, Art der Sorgeerklärung",2013 - 2022
22522-0004,"Maßnahmen des Familiengerichts bei Kindeswohlgefährdung: Deutschland, Jahre, Art der eingeleiteten Maßnahmen, Geschlecht, Altersgruppen",2012 - 2022
22522-0010,"Kinder und Jugendliche: Bundesländer, Stichtag, Maßnahmen für Kinder und Jugendliche",31.12.2012 - 31.12.2022
22522-0011,"Tagespflegepersonen mit Pflegeerlaubnis: Bundesländer, Stichtag",31.12.2012 - 31.12.2022
22522-0012,"Sorgeerklärungen: Bundesländer, Jahre",2013 - 2022
22522-0013,"Maßnahmen des Familiengerichts bei Kindeswohlgefährdung:
Bundesländer, Jahre, Art der eingeleiteten Maßnahmen",2012 - 2022
22523-0001,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Anlass der Maßnahme, Geschlecht",2010 - 2022
22523-0002,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Anlass der Maßnahme, Altersgruppen",2010 - 2022
22523-0003,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Anlass der Maßnahme,
Migrationshintergrund",2014 - 2022
22523-0004,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Anregung der Maßnahme, Geschlecht",2010 - 2022
22523-0005,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Anregung der Maßnahme, Altersgruppen",2010 - 2022
22523-0006,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Rechtliche Voraussetzung für eine
Inobhutnahme, Geschlecht",2019 - 2022
22523-0007,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Rechtliche Voraussetzung für eine
Inobhutnahme, Altersgruppen",2019 - 2022
22523-0008,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Geschlecht, Altersgruppen",2010 - 2022
22523-0009,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Art der Maßnahme, Dauer der Maßnahme,
Geschlecht",2017 - 2022
22523-0010,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Unmittelbarer Anlass der Maßnahme,
Beginn der Maßnahme",2010 - 2022
22523-0011,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche: Deutschland, Jahre, Aufenthalt vor der Maßnahme, Unterbringung während der Maßnahme",2010 - 2022
22523-0012,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Aufenthalt vor der Maßnahme, Ende der
Maßnahme",2010 - 2022
22523-0013,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Deutschland, Jahre, Trägergruppen",2010 - 2022
22523-0030,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Bundesländer, Jahre, Anlass der Maßnahme",2010 - 2022
22523-0031,"Vorläufige Schutzmaßnahmen für Kinder und Jugendliche:
Bundesländer, Jahre, Anregung der Maßnahme",2010 - 2022
22531-0001,"Angebote der Jugendarbeit: Deutschland, Jahre, Art des
Trägers, Art des Angebots",2015 - 2021
22541-0001,"Tageseinrichtungen, Pädagogisches Personal, Kinder,
Genehmigte Plätze, Gruppen: Deutschland, Stichtag",01.03.2014 - 01.03.2023
22541-0002,"Tageseinrichtungen, Pädagogisches Personal, Kinder,
Genehmigte Plätze: Deutschland, Stichtag, Art des Trägers",01.03.2014 - 01.03.2023
22541-0003,"Tageseinrichtungen: Deutschland, Stichtag, Rechtsform der
Tageseinrichtung",01.03.2014 - 01.03.2023
22541-0004,"Tageseinrichtungen: Deutschland, Stichtag, Art der
Tageseinrichtung",01.03.2014 - 01.03.2023
22541-0005,"Tageseinrichtungen: Deutschland, Stichtag, Öffnungszeiten
der Tageseinrichtung",01.03.2019 - 01.03.2023
22541-0006,"Tageseinrichtungen: Deutschland, Stichtag, Anzahl der
Gruppen in Tageseinrichtungen",01.03.2014 - 01.03.2023
22541-0007,"Tageseinrichtungen: Deutschland, Stichtag, Altersgruppen der
Kinder",01.03.2014 - 01.03.2023
22541-0008,"Tätige Personen: Deutschland, Stichtag, Arbeitsbereich,
Beschäftigungsumfang",01.03.2014 - 01.03.2023
22541-0009,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Deutschland, Stichtag, Geschlecht, Altersgruppen",01.03.2014 - 01.03.2023
22541-0010,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Deutschland, Stichtag, Höchster Berufsausbildungsabschluss",01.03.2014 - 01.03.2023
22541-0011,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Deutschland, Stichtag, Art des Trägers, Stellung im Beruf",01.03.2014 - 01.03.2023
22541-0012,"Durchschnittsalter des pädagogischen, Leitungs- und
Verwaltungspersonals: Deutschland, Stichtag,
Arbeitsbereich, Geschlecht",01.03.2014 - 01.03.2023
22541-0013,"Kinder in Tageseinrichtungen: Deutschland, Stichtag,
Betreuungstage pro Woche",01.03.2014 - 01.03.2023
22541-0014,"Kinder in Tageseinrichtungen: Deutschland, Stichtag,
Vertraglich vereinbarte Betreuungszeit",01.03.2014 - 01.03.2023
22541-0015,"Kinder in Tageseinrichtungen: Deutschland, Stichtag, Art der
Mittagsbetreuung",01.03.2014 - 01.03.2023
22541-0016,"Kinder in Tageseinrichtungen: Deutschland, Stichtag, Grund
für Eingliederungshilfe nach SGB IX/SGB VIII",01.03.2014 - 01.03.2023
22541-0017,"Kinder in Tageseinrichtungen: Deutschland, Stichtag,
Geschlecht, Alter der Nichtschul- und Schulkinder",01.03.2014 - 01.03.2023
22541-0018,"Kinder in Tageseinrichtungen: Deutschland, Stichtag,
Herkunft der Eltern, In der Familie vorrangig gesprochene
Sprache",01.03.2014 - 01.03.2023
22541-0100,"Tageseinrichtungen, Kinder, Genehmigte Plätze: Bundesländer,
Stichtag",01.03.2014 - 01.03.2023
22541-0101,"Tageseinrichtungen: Bundesländer, Stichtag, Art des Trägers",01.03.2014 - 01.03.2023
22541-0102,"Tageseinrichtungen: Bundesländer, Stichtag, Öffnungszeiten
der Tageseinrichtung",01.03.2019 - 01.03.2023
22541-0103,"Tageseinrichtungen: Bundesländer, Stichtag, Altersgruppen
der Kinder",01.03.2014 - 01.03.2023
22541-0104,"Tätige Personen: Bundesländer, Stichtag, Arbeitsbereich",01.03.2014 - 01.03.2023
22541-0105,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Bundesländer, Stichtag, Geschlecht",01.03.2014 - 01.03.2023
22541-0106,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Bundesländer, Stichtag, Altersgruppen",01.03.2014 - 01.03.2023
22541-0107,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Bundesländer, Stichtag, Höchster Berufsausbildungsabschluss",01.03.2014 - 01.03.2023
22541-0108,"Pädagogisches, Leitungs- und Verwaltungspersonal:
Bundesländer, Stichtag, Stellung im Beruf",01.03.2014 - 01.03.2023
22541-0109,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag, Art
des Trägers",01.03.2014 - 01.03.2023
22541-0110,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag,
Vertraglich vereinbarte Betreuungszeit",01.03.2014 - 01.03.2023
22541-0111,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag,
Geschlecht",01.03.2014 - 01.03.2023
22541-0112,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag, Alter
der Nichtschul- und Schulkinder",01.03.2014 - 01.03.2023
22541-0113,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag,
Herkunft der Eltern",01.03.2014 - 01.03.2023
22541-0114,"Kinder in Tageseinrichtungen: Bundesländer, Stichtag, In der
Familie vorrangig gesprochene Sprache",01.03.2014 - 01.03.2023
22542-0001,"Einrichtungen der Kinder- und Jugendhilfe, Genehmigte
Plätze, Tätige Personen, Pädagogisches und
Verwaltungspersonal: Deutschland, Stichtag",31.12.2010 - 31.12.2020
22542-0002,"Einrichtungen der Kinder- und Jugendhilfe: Deutschland,
Stichtag, Art der Einrichtung",31.12.2010 - 31.12.2020
22542-0003,"Einrichtungen der Kinder- und Jugendhilfe, Genehmigte
Plätze, Tätige Personen, Pädagogisches und
Verwaltungspersonal: Bundesländer, Stichtag",31.12.2010 - 31.12.2020
22542-0004,"Einrichtungen der Kinder- und Jugendhilfe: Bundesländer,
Stichtag, Art der Einrichtung",31.12.2010 - 31.12.2020
22543-0001,"Kinder in öffentlich geförderter Kindertagespflege:
Deutschland, Stichtag, Geschlecht, Altersgruppen",01.03.2012 - 01.03.2023
