Code,Content,State,Time,LatestUpdate,Information
21111BJ019,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulabschlüsse, Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:09:24h,false
21111BJ020,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulart (mit Abschlussmöglichkeit), Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:08:38h,false
21111BJ021,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulabschlüsse, Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:09:27h,false
21111BJ022,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulart (mit Abschlussmöglichkeit), Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:08:41h,false
21111BJ023,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulabschlüsse, Schulart (mit Abschlussmöglichkeit), Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:09:21h,false
21111BJ024,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulabschlüsse, Schulart (mit Abschlussmöglichkeit), Deutschland insgesamt, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:08:32h,false
21111BJ025,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:30h,false
21111BJ026,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Geschlecht, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:09:34h,false
21111BJ027,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:43h,false
21111BJ028,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:09:47h,false
21111BJ029,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Geschlecht, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:09:41h,false
21111BJ030,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Geschlecht, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:36h,false
21111BJ031,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:26h,false
21111BJ032,"Statistik der allgemeinbildenden Schulen, Wiederholer, Deutschland insgesamt, Geschlecht, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:33h,false
21111BJ033,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:22h,false
21111BJ034,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:17h,false
21111BJ035,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:39h,false
21111BJ036,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:23h,false
21111BJ037,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:09:31h,false
21111BJ038,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Jahrgangsstufen, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:10:46h,false
21111BJ039,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Schulart, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:09:44h,false
21111BJ040,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Deutschland insgesamt, Jahrgangsstufen, Schulart, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:30h,false
21111BJ041,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:11:39h,false
21111BJ042,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Geschlecht, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:11:43h,false
21111BJ043,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Schulart, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:11:46h,false
21111BJ044,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:10:26h,false
21111BJ045,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Geschlecht, Schulart, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:10:36h,false
21111BJ046,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Geschlecht, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:10:20h,false
21111BJ047,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Schulart, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:10:33h,false
21111BJ048,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Deutschland insgesamt, Geschlecht, Schulart, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:09:37h,false
21111LJ001,"Statistik der allgemeinbildenden Schulen, Schüler, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:12:22h,false
21111LJ002,"Statistik der allgemeinbildenden Schulen, Schüler, Geschlecht, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:12:26h,false
21111LJ003,"Statistik der allgemeinbildenden Schulen, Schüler, Jahrgangsstufen, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:49h,false
21111LJ004,"Statistik der allgemeinbildenden Schulen, Schüler, Schulart, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:38h,false
21111LJ005,"Statistik der allgemeinbildenden Schulen, Schüler, Geschlecht, Jahrgangsstufen, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:42h,false
21111LJ006,"Statistik der allgemeinbildenden Schulen, Schüler, Geschlecht, Schulart, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:12:51h,false
21111LJ007,"Statistik der allgemeinbildenden Schulen, Schüler, Jahrgangsstufen, Schulart, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:28h,false
21111LJ008,"Statistik der allgemeinbildenden Schulen, Schüler, Geschlecht, Jahrgangsstufen, Schulart, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:12:47h,false
21111LJ009,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:12:33h,false
21111LJ010,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Geschlecht, Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:14:22h,false
21111LJ011,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Einschulungsart, Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:15:37h,false
21111LJ012,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Schulart (Einschulung), Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:13:56h,false
21111LJ013,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Geschlecht, Einschulungsart, Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:14:29h,false
21111LJ014,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Geschlecht, Schulart (Einschulung), Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:14:36h,false
21111LJ015,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Einschulungsart, Schulart (Einschulung), Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:15:40h,false
21111LJ016,"Statistik der allgemeinbildenden Schulen, Schulanfänger, Bundesländer, Geschlecht, Einschulungsart, Schulart (Einschulung), Schuljahr",vollständig mit Werten,1999/00-2022/23,29.09.2023 08:15:47h,false
21111LJ017,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:33h,false
21111LJ018,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:15:58h,false
21111LJ019,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulabschlüsse, Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:15:55h,false
21111LJ020,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulart (mit Abschlussmöglichkeit), Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:22h,false
21111LJ021,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulabschlüsse, Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:41h,false
21111LJ022,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulart (mit Abschlussmöglichkeit), Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:30h,false
21111LJ023,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Schulabschlüsse, Schulart (mit Abschlussmöglichkeit), Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:26h,false
21111LJ024,"Statistik der allgemeinbildenden Schulen, Absolventen und Abgänger, Geschlecht, Schulabschlüsse, Schulart (mit Abschlussmöglichkeit), Bundesländer, Schuljahr",vollständig mit Werten,1997/98-2021/22,29.09.2023 08:16:38h,false
21111LJ025,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:11:52h,false
21111LJ026,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Geschlecht, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:35h,false
21111LJ027,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:32h,false
21111LJ028,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:12:54h,false
21111LJ029,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Geschlecht, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:23h,false
21111LJ030,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Geschlecht, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:14:26h,false
21111LJ031,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:14:33h,false
21111LJ032,"Statistik der allgemeinbildenden Schulen, Wiederholer, Bundesländer, Geschlecht, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:53h,false
21111LJ033,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:15:43h,false
21111LJ034,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Jahrgangsstufen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:14:43h,false
21111LJ035,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:14:39h,false
21111LJ036,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:13:59h,false
21111LJ037,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Jahrgangsstufen, Schulart, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:15:33h,false
21111LJ038,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Jahrgangsstufen, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:15:25h,false
21111LJ039,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Schulart, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:15:51h,false
21111LJ040,"Statistik der allgemeinbildenden Schulen, Schüler mit Fremdsprachen-Unterricht, Bundesländer, Jahrgangsstufen, Schulart, Fremdsprachen, Schuljahr",vollständig mit Werten,1998/99-2022/23,29.09.2023 08:15:00h,false
21111LJ041,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:15:28h,false
21111LJ042,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Geschlecht, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:14:46h,false
21111LJ043,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Schulart, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:14:49h,false
21111LJ044,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:12:58h,false
21111LJ045,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Geschlecht, Schulart, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:13:01h,false
21111LJ046,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Geschlecht, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:12:29h,false
21111LJ047,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Schulart, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2000/01-2022/23,29.09.2023 08:12:38h,false
21111LJ048,"Statistik der allgemeinbildenden Schulen, Schüler mit sonderpädagogischer Förderung, Bundesländer, Geschlecht, Schulart, Förderschwerpunkte, Schuljahr",vollständig mit Werten,2014/15-2022/23,29.09.2023 08:13:48h,false
21121BJ001,"Statistik der beruflichen Schulen, Schüler, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:26h,false
21121BJ002,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:40h,false
21121BJ003,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:31h,false
21121BJ004,"Statistik der beruflichen Schulen, Schüler, Zeitform des Unterrichts, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:37h,false
21121BJ005,"Statistik der beruflichen Schulen, Schüler, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:43h,false
21121BJ006,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:46h,false
21121BJ007,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Zeitform des Unterrichts, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:34h,false
21121BJ008,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:22h,false
21121BJ009,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Zeitform des Unterrichts, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:29h,false
21121BJ010,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:45h,false
21121BJ011,"Statistik der beruflichen Schulen, Schüler, Zeitform des Unterrichts, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:00:49h,false
21121BJ012,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Zeitform des Unterrichts, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:23h,false
21121BJ013,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:48h,false
21121BJ014,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Zeitform des Unterrichts, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:42h,false
21121BJ015,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Zeitform des Unterrichts, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:29h,false
21121BJ016,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Zeitform des Unterrichts, Nationalität, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:26h,false
21121BJ017,"Statistik der beruflichen Schulen, Schüler mit Fremdsprachen-Unterricht, Fremdsprachen, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2009/10-2022/23,27.10.2023 08:01:39h,false
21121BJ018,"Statistik der beruflichen Schulen, Schüler mit Fremdsprachen-Unterricht, Schulart (beruflich), Fremdsprachen, Deutschland insgesamt, Schuljahr",vollständig mit Werten,2009/10-2022/23,27.10.2023 08:01:36h,false
21121LJ001,"Statistik der beruflichen Schulen, Schüler, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:45h,false
21121LJ002,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:33h,false
21121LJ003,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:42h,false
21121LJ004,"Statistik der beruflichen Schulen, Schüler, Zeitform des Unterrichts, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:01:51h,false
21121LJ005,"Statistik der beruflichen Schulen, Schüler, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:26h,false
21121LJ006,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:32h,false
21121LJ007,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Zeitform des Unterrichts, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:39h,false
21121LJ008,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:23h,false
21121LJ009,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Zeitform des Unterrichts, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:35h,false
21121LJ010,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:29h,false
21121LJ011,"Statistik der beruflichen Schulen, Schüler, Zeitform des Unterrichts, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:48h,false
21121LJ012,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Zeitform des Unterrichts, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:03:37h,false
21121LJ013,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:02:52h,false
21121LJ014,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Zeitform des Unterrichts, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:03:41h,false
21121LJ015,"Statistik der beruflichen Schulen, Schüler, Geschlecht, Zeitform des Unterrichts, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:03:30h,false
21121LJ016,"Statistik der beruflichen Schulen, Schüler, Schulart (beruflich), Geschlecht, Zeitform des Unterrichts, Nationalität, Bundesländer, Schuljahr",vollständig mit Werten,2001/02-2022/23,27.10.2023 08:03:26h,false
21121LJ017,"Statistik der beruflichen Schulen, Schüler mit Fremdsprachen-Unterricht, Fremdsprachen, Bundesländer, Schuljahr",vollständig mit Werten,2009/10-2022/23,27.10.2023 08:03:22h,false
21121LJ018,"Statistik der beruflichen Schulen, Schüler mit Fremdsprachen-Unterricht, Schulart (beruflich), Fremdsprachen, Bundesländer, Schuljahr",vollständig mit Werten,2009/10-2022/23,27.10.2023 08:03:33h,false
21211BJ001,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:12h,false
21211BJ002,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:09h,false
21211BJ003,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Nationalität, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:03h,false
21211BJ004,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Nationalität, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:06h,false
21211BJ005,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Ausbildungsbereich, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:27h,false
21211BJ006,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Ausbildungsbereich, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:21h,false
21211BJ007,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Nationalität, Ausbildungsbereich, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:18h,false
21211BJ008,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Nationalität, Ausbildungsbereich, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:25h,false
21211BJ009,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Altersjahre (u17-24m), Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:15h,false
21211BJ010,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Altersjahre (u17-24m), Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:48:31h,false
21211BJ011,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Schulabschluss, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:49:09h,false
21211BJ012,"Berufsbildungsstatistik, Auszubildende, Deutschland insgesamt, Geschlecht, Schulabschluss, Stichtag",vollständig mit Werten,31.12.2008-31.12.2022,21.08.2023 13:49:03h,false
21211BJ101,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:50:29h,false
21211BJ102,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Geschlecht, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:15h,false
21211BJ103,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Nationalität, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:12h,false
21211BJ104,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Geschlecht, Nationalität, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:21h,false
21211BJ105,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Ausbildungsbereich, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:06h,false
21211BJ106,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Geschlecht, Ausbildungsbereich, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:03h,false
21211BJ107,"Berufsbildungsstatistik, Neu abgeschlossene Ausbildungsverträge, Vorzeitig gelöste Ausbildungsverträge, Bestandene Abschlussprüfung, Deutschland insgesamt, Nationalität, Ausbildungsbereich, Jahr",vollständig mit Werten,2008-2022,21.08.2023 13:51:09h,false
